params,mean_test_score,std_test_score,fit_time
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'p': 3, 'weights': 'uniform'}",14.058548867816214,0.7641140808264498,0.15600061416625977
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'p': 3, 'weights': 'distance'}",13.213061240295053,0.8880969221849809,0.15599703788757324
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",13.332269020379522,0.8964812494684897,0.06499981880187988
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",12.739511706750926,0.9557319833879423,0.0619959831237793
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",14.028665748517522,0.8045132818741352,0.06399965286254883
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",12.976357451648761,0.9017813277157603,0.06500124931335449
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 9, 'p': 3, 'weights': 'uniform'}",14.059673007990924,0.7938963760340753,0.16199994087219238
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 9, 'p': 3, 'weights': 'distance'}",13.00292145850759,0.8944839349760606,0.16199994087219238
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",13.490266734778274,0.9661347280771051,0.06799960136413574
"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",12.471026577587264,0.9176554924279505,0.06800055503845215
