Molecule Name,Type,C-Number,Dynamic Or Kinematic,Viscosity_40C,Viscosity_100C,Thermal Conductivity_40C,Thermal Conductivity_100C,Density_40C,Density_100C,Viscosity Prediction,Heat Capacity_40C,Heat Capacity_100C,Density Prediction,Thermal Conductivity Prediction,Heat Capacity Prediction,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
3-phenyl-tetradec-3-ene,Aromatic,20,Kinematic,6.27,1.76,,,,,Experimental,,,,,,0.34884375,0.12947482,0.53073037,-0.013694937,-0.19865192,0.05529631,0.06674489,0.1475993,-0.36734125,-0.18906029,0.6251258,0.6064921,-0.20973927,0.14473794,-0.59817684,-0.509062,0.09345349,0.30822256,-0.5346081,-0.37844336,0.012291279,0.1789982,0.67310077,-0.110289924,0.37537512,0.064341776,-0.13374728,0.21730596,-0.41807306,-0.43510443,-0.29196915,0.24916285,0.020433376,-0.30729458,0.20090231,-0.20178202,0.44482762,0.08140107,0.020607203,-0.12524752,-0.06022736,0.47930604,-0.25488693,-0.659965,-0.11666716,0.14441897,-0.13303484,0.34285134,0.29975536,0.36671686,-0.19787517,0.40493536,-0.29986167,-0.094584666,0.36535975,0.11917725,0.07534805,-0.70399183,0.27760565,0.31469235,0.32766998,-0.14663796,-0.338434,-0.21943182,-0.14206582,0.13261236,0.26417047,0.22144562,-0.26032946,0.19461122,-0.10359286,0.19416012,0.51013327,-0.3020664,-0.0002869872,0.2305774,0.6936429,0.28135216,-0.15613566,0.03291861,0.17804128,0.44780666,-0.07986574,0.051432945,-0.16150767,-0.09336669,0.38878095,0.025031934,-0.14847173,0.22343606,0.12009537,-0.1893929,-0.08407578,-0.21542202,0.2901904,0.066902265,-0.44608214,-0.39772785,0.11829179,0.09903227,-0.47204173,0.048928373,0.56457126,0.37250403,0.59700465,-0.25647706,0.0924455,-0.04413191,-0.107040495,-0.36984417,0.05674154,-0.032844394,-0.14188424,0.00706781,0.3064622,0.08790448,0.17537808,0.14709395,-0.14853486,0.013665094,0.09794214,0.19159994,0.31204125,-0.55215114,0.16830127,0.29999715,-0.35847184,-0.05052159
1-(4-ethyl-phenyl)-dodecane,Aromatic,20,Kinematic,5.18,1.86,,,,,Experimental,,,,,,0.37255052,0.10070549,0.50981265,-0.04344472,-0.19322157,0.06679828,0.093041606,0.17423992,-0.41155547,-0.19850649,0.6070596,0.6204839,-0.27993387,0.19266021,-0.56723964,-0.52195096,0.14743072,0.29468563,-0.54613614,-0.38053334,0.016590646,0.1570162,0.6864884,-0.09232274,0.4230524,0.024348518,-0.10034758,0.23175399,-0.39230812,-0.5253695,-0.29590118,0.24622405,0.06269006,-0.36497632,0.14599279,-0.16129535,0.4539049,0.08979749,-0.00016936383,-0.14606756,-0.07537257,0.4818569,-0.25771803,-0.70820385,-0.10195399,0.15319708,-0.15290433,0.3682448,0.35371077,0.42863902,-0.24322969,0.46183357,-0.26317623,-0.114198394,0.36348522,0.1492551,0.06769684,-0.7275387,0.3336761,0.32577854,0.3625827,-0.11638375,-0.3640385,-0.23049273,-0.1375365,0.17750295,0.26860902,0.23244607,-0.31031722,0.24474119,-0.050907418,0.21385525,0.5577597,-0.2840705,0.038097594,0.24286321,0.6375028,0.30727232,-0.13744049,0.08140732,0.20623043,0.41954994,-0.11602076,0.03886623,-0.14852272,-0.117544,0.4106379,-0.020752165,-0.12962474,0.17587358,0.16262347,-0.22012272,-0.035921015,-0.23209265,0.2758246,0.13897154,-0.46281916,-0.42706242,0.09433178,0.11473363,-0.4752629,0.10144223,0.53504634,0.3787789,0.6479917,-0.2347685,0.11233102,-0.06382505,-0.13340284,-0.3775203,0.046818897,-0.0009603677,-0.17168787,0.0018375991,0.3229306,0.032449454,0.22564456,0.16849948,-0.13948357,0.04030697,0.09148273,0.22265226,0.29296595,-0.59162104,0.19582488,0.34161937,-0.32079756,-0.04542567
dodecanoic acid 4-methyl-benzyl ester,Aromatic Ester,20,Kinematic,6.65,1.99,,,,,Experimental,,,,,,0.40963295,0.028260013,0.46200803,-0.083469294,-0.1130821,0.1302931,0.04709892,0.117927164,-0.37103027,-0.20492423,0.44186437,0.4956857,-0.2829193,0.16312627,-0.5052278,-0.49795443,0.11536924,0.19964859,-0.51872665,-0.37441006,0.014498776,0.099046536,0.61865646,-0.06274874,0.38091484,0.034133457,-0.054842424,0.19627939,-0.34719834,-0.4981296,-0.23632643,0.25437248,0.061528213,-0.2672811,0.11729975,-0.16207759,0.38910484,0.109147035,-0.029099945,-0.098039195,-0.02793716,0.36280942,-0.285376,-0.5823126,-0.104162134,0.10803928,-0.0438534,0.30350494,0.26169688,0.37416285,-0.27844203,0.41813105,-0.26269838,-0.09406828,0.29341704,0.13829844,0.10296966,-0.66221434,0.29612634,0.2771535,0.3506519,-0.11365837,-0.26332256,-0.14163198,-0.14596981,0.16639163,0.25336775,0.17636709,-0.32894,0.18342572,-0.045029968,0.21305905,0.53001046,-0.21462129,0.034204345,0.2468368,0.5347084,0.22755358,-0.12841184,0.03082274,0.1788964,0.37234533,-0.10587764,-0.06292081,-0.17632808,-0.055257514,0.31610948,0.007083821,-0.13785054,0.15276891,0.10906973,-0.17665903,0.012236674,-0.22803682,0.18988177,0.149582,-0.41446853,-0.357719,0.02197831,0.11362014,-0.34177166,0.10000754,0.44969103,0.33622268,0.5870971,-0.24091075,0.05214874,-0.0735329,-0.06535279,-0.26267865,-0.061337885,0.0043716347,-0.09276851,-0.015796283,0.25988662,0.049665812,0.16265838,0.16032894,-0.099183805,0.058996435,0.12985843,0.17127989,0.22186095,-0.44518548,0.17817336,0.35898957,-0.28045803,0.029673766
4-methyl-benzoic acid dodecyl ester,Aromatic Ester,20,Kinematic,9.05,2.37,,,,,Experimental,,,,,,0.40934578,0.04584374,0.46588066,-0.07141007,-0.10581792,0.14208557,0.047471337,0.106335014,-0.37999445,-0.21499446,0.4338682,0.48255652,-0.26952755,0.1640168,-0.51378196,-0.5131869,0.107436486,0.20256904,-0.52265584,-0.36197013,0.0038769895,0.09092805,0.62222254,-0.0606838,0.37366512,0.030890573,-0.063147575,0.19286853,-0.3774637,-0.48593318,-0.22374499,0.255677,0.057795495,-0.26548198,0.12906188,-0.1926636,0.3834049,0.11895846,-0.03994536,-0.076394655,-0.024886532,0.3593561,-0.272178,-0.5650018,-0.12323517,0.112194926,-0.03386075,0.30671552,0.26611713,0.354868,-0.2679837,0.41573215,-0.26612064,-0.1018478,0.29166886,0.14838699,0.099710874,-0.67967594,0.2925912,0.28437483,0.3612887,-0.120208696,-0.24957559,-0.14581117,-0.14900261,0.16000766,0.25238556,0.16456014,-0.3092414,0.19201557,-0.060453635,0.21631807,0.5366754,-0.20416442,0.032910515,0.2568608,0.5583913,0.23344068,-0.13657267,0.015784202,0.18139683,0.39378732,-0.10968124,-0.08691703,-0.18323132,-0.05792139,0.306238,0.026593588,-0.15526962,0.15220843,0.11860961,-0.1627989,-0.0058839787,-0.2283658,0.18080229,0.13452701,-0.42613655,-0.35603356,0.030814173,0.11693573,-0.33613458,0.070499614,0.46842754,0.3263923,0.5659451,-0.23764549,0.048936985,-0.07247314,-0.06009074,-0.26111895,-0.050503787,0.0009164634,-0.08506492,-0.027161991,0.26102188,0.055526417,0.1593811,0.15671581,-0.10714279,0.058756676,0.13536558,0.18022516,0.23133887,-0.44872257,0.18389966,0.35910684,-0.28790256,0.042310897
3-methyl-benzoic acid dodecyl ester,Aromatic Ester,20,Kinematic,9.43,2.18,,,,,Experimental,,,,,,0.40724686,0.043264486,0.46723732,-0.076217584,-0.1051689,0.13852316,0.049602527,0.10807305,-0.3769119,-0.21569997,0.43457124,0.48486978,-0.2720567,0.16216078,-0.51706785,-0.51486415,0.10999214,0.20152676,-0.5211065,-0.3649465,0.007108004,0.08657322,0.62502563,-0.06001695,0.3793652,0.027763283,-0.060914516,0.19651128,-0.37531498,-0.48820803,-0.21961118,0.25519204,0.05994076,-0.2658673,0.12580563,-0.1913975,0.38232955,0.114931315,-0.0383702,-0.07547725,-0.025039567,0.35758618,-0.27480054,-0.56786346,-0.124774635,0.11208764,-0.031129109,0.31007817,0.26837477,0.35559967,-0.27415943,0.41767752,-0.26879197,-0.1006769,0.29244697,0.14620823,0.09726488,-0.68033916,0.29607826,0.28586796,0.3646367,-0.11887836,-0.253489,-0.14699872,-0.14805607,0.16169997,0.25212607,0.16684417,-0.31312066,0.19579536,-0.058764175,0.21409108,0.5413077,-0.20501007,0.034761384,0.25611895,0.5569236,0.22868535,-0.13255024,0.015391517,0.1815334,0.39090756,-0.11216191,-0.085446976,-0.18226287,-0.0567453,0.30405706,0.023507051,-0.15488516,0.15015848,0.11789594,-0.16267103,-0.0004826696,-0.22802176,0.17453772,0.1334367,-0.42472458,-0.35899946,0.028530113,0.12040863,-0.33661693,0.07531399,0.46780226,0.32744902,0.56542194,-0.23898935,0.046731267,-0.076164186,-0.057907894,-0.25880992,-0.05572867,-0.00076487387,-0.0861829,-0.026969345,0.26168627,0.056290336,0.1611468,0.16049328,-0.108603954,0.054783538,0.13082145,0.18079957,0.23338003,-0.45020548,0.18041903,0.36098176,-0.2855463,0.038905594
phenyl-acetic acid dodecyl ester,Aromatic Ester,20,Kinematic,6.39,2.04,,,,,Experimental,,,,,,0.43876213,0.049816508,0.48411235,-0.059769373,-0.10516578,0.13007317,0.061439496,0.1224181,-0.4215861,-0.2225175,0.4441437,0.51610595,-0.27860287,0.17781343,-0.4812782,-0.52001387,0.13861711,0.22068283,-0.53660667,-0.34307733,-0.0019590545,0.10997066,0.61434203,-0.05318851,0.37731844,0.03795131,-0.055006895,0.20077461,-0.3868873,-0.5141576,-0.24593256,0.24424589,0.07130017,-0.27208567,0.11843256,-0.18061835,0.3991263,0.12097046,-0.040039506,-0.08313132,-0.042487767,0.38713005,-0.25934985,-0.56940836,-0.12185628,0.11811482,-0.050125524,0.33045846,0.29020637,0.3699899,-0.268019,0.4281918,-0.24497503,-0.11285701,0.30344662,0.16516988,0.08832916,-0.70379263,0.3086575,0.2958968,0.36692217,-0.11274217,-0.27080554,-0.15542296,-0.15310849,0.16476451,0.25993076,0.17506082,-0.31623214,0.19867574,-0.037727363,0.22263241,0.53607696,-0.22630756,0.04287203,0.27943733,0.5607597,0.23566748,-0.13779515,0.031210316,0.19430014,0.3871263,-0.11024377,-0.06408489,-0.1933025,-0.08110352,0.32562998,0.016568912,-0.14695218,0.13784076,0.14792009,-0.17665139,-0.011479046,-0.2174099,0.21296781,0.15944919,-0.4525154,-0.37156522,0.049568687,0.102138415,-0.35386312,0.06556625,0.4944075,0.33153725,0.5921946,-0.22395752,0.07841615,-0.07740372,-0.070285015,-0.27431226,-0.030936785,0.019463161,-0.090784974,-0.035192635,0.27663568,0.031121917,0.16589898,0.14069226,-0.11164448,0.054694124,0.13973248,0.19518,0.24143077,-0.47152385,0.18871841,0.36438486,-0.28214824,0.048050407
2-(4-methyl-benzyl)-butanedioic acid dibutyl ester,Aromatic Ester,20,Kinematic,14.25,2.87,,,,,Experimental,,,,,,0.3860451,0.00588857,0.3968597,-0.09599766,-0.034415573,0.2112178,-0.022344116,0.010852087,-0.29114154,-0.19789146,0.25872234,0.3034624,-0.21838312,0.10797454,-0.46637905,-0.46470025,0.02387213,0.092441425,-0.4503229,-0.3421347,-0.014913567,0.019128866,0.5189061,-0.04253706,0.27110803,0.06481698,-0.0450074,0.123998836,-0.32930538,-0.37469438,-0.14060262,0.26842287,0.005087381,-0.12671971,0.14866878,-0.22774585,0.27420542,0.14251335,-0.07587453,-0.019062495,0.055045154,0.22117914,-0.2967132,-0.3734656,-0.11047756,0.046390075,0.08353044,0.19150808,0.1095122,0.24962148,-0.2530081,0.31493264,-0.2794663,-0.07378906,0.1995489,0.112156965,0.13687097,-0.5451202,0.20576061,0.20418774,0.3062162,-0.13289244,-0.105318934,-0.029241642,-0.1603527,0.108476765,0.21517563,0.07407403,-0.2662349,0.08151419,-0.104757115,0.19572075,0.46663907,-0.12576339,-0.0038479997,0.24487516,0.4776453,0.13601688,-0.14021741,-0.0716911,0.11329927,0.36392286,-0.066920675,-0.21065207,-0.21703318,0.009692657,0.18045992,0.0967991,-0.17237037,0.16405527,0.0024071722,-0.09870184,-0.0031591256,-0.21765412,0.073281184,0.08692092,-0.33407262,-0.22701739,-0.036979012,0.11603783,-0.1766547,0.032814436,0.36457488,0.2593458,0.45502302,-0.24154645,-0.039893184,-0.06270431,0.026764665,-0.120254524,-0.15976347,-0.01894029,0.023619713,-0.055141464,0.16180392,0.12727004,0.058665317,0.12843627,-0.05436577,0.07935543,0.18876705,0.09781527,0.14320268,-0.24640638,0.14453834,0.3340664,-0.2710708,0.11261919
2-(3-methyl-benzyl)-butanedioic acid dibutyl ester,Aromatic Ester,20,Kinematic,14.15,3.29,,,,,Experimental,,,,,,0.3839462,0.0033093141,0.39821637,-0.10080518,-0.03376656,0.2076554,-0.020212932,0.012590124,-0.28805897,-0.19859697,0.25942537,0.30577567,-0.22091226,0.106118545,-0.46966496,-0.4663775,0.026427789,0.09139915,-0.44877353,-0.3451111,-0.01168255,0.0147740375,0.52170914,-0.041870207,0.27680814,0.06168969,-0.04277435,0.12764159,-0.3271567,-0.3769692,-0.13646875,0.26793793,0.0072326423,-0.12710506,0.14541252,-0.22647975,0.27313006,0.13848624,-0.07429935,-0.018145086,0.054892126,0.21940924,-0.29933572,-0.37632728,-0.11201701,0.04628277,0.086262085,0.19487065,0.111769855,0.25035313,-0.25918376,0.31687808,-0.28213763,-0.07261817,0.200327,0.10997821,0.13442498,-0.54578346,0.20924771,0.2056809,0.3095642,-0.13156211,-0.109232344,-0.030429177,-0.15940619,0.110169075,0.21491614,0.07635809,-0.27011418,0.085294,-0.103067644,0.19349375,0.47127134,-0.12660906,-0.0019971346,0.24413334,0.47617772,0.13126156,-0.13619497,-0.07208377,0.11343585,0.36104316,-0.06940133,-0.20918201,-0.2160647,0.01086875,0.17827901,0.09371257,-0.17198591,0.16200535,0.0016934976,-0.09857397,0.0022421838,-0.21731007,0.06701662,0.085830584,-0.33266065,-0.2299833,-0.03926308,0.11951078,-0.17713702,0.0376288,0.36394963,0.26040262,0.45449984,-0.24289036,-0.042098895,-0.06639535,0.028947506,-0.11794549,-0.16498834,-0.020621626,0.022501716,-0.05494882,0.1624683,0.12803395,0.060430996,0.13221374,-0.05582692,0.07538229,0.18422295,0.098389685,0.14524385,-0.24788934,0.14105771,0.33594128,-0.26871458,0.109213896
"4,4'-dibutyl-bicyclohexyl",Cyclic Paraffin,20,Kinematic,15.3,2.84,,,,,Experimental,,,,,,0.24513383,-0.014264679,0.58529234,-0.29252034,-0.3511833,0.0033784674,0.096494086,0.3061993,-0.43286675,-0.108218916,0.7967133,0.7930185,-0.48656905,0.3304345,-0.7044968,-0.654903,0.26697505,0.33446187,-0.5263263,-0.5520617,0.08406741,-0.055004217,0.74725914,-0.11492338,0.59095144,-0.14581963,-0.06191211,0.2858527,-0.17638123,-0.75418025,-0.287337,0.3120985,0.08842577,-0.6276171,0.045304097,-0.030731212,0.41494834,-0.049419537,-0.023116704,-0.34760877,-0.076371916,0.52175945,-0.4476506,-0.9904037,0.077011935,0.062335186,-0.36743766,0.38111374,0.5309036,0.7364191,-0.3320045,0.5964093,-0.33683947,-0.13772637,0.27974987,0.15930225,-0.05392743,-0.7197386,0.5139621,0.46231198,0.43972942,0.02967534,-0.58626115,-0.23277846,-0.1462354,0.25998077,0.22857073,0.35536417,-0.34116516,0.37584805,0.031548794,0.2471732,0.702724,-0.38961416,0.1776611,0.16155972,0.5398785,0.3763971,0.054404184,0.29022485,0.12154314,0.2926324,-0.03561909,0.13035475,-0.07559149,-0.22038925,0.4874713,-0.21147838,-0.04533769,0.065887235,0.12137085,-0.33539993,0.03394399,-0.27073663,0.16658293,0.24023704,-0.3795451,-0.5559832,-0.023824958,0.2809144,-0.5863583,0.45935252,0.34069848,0.4400537,0.84902763,-0.16758114,0.15166047,-0.2368617,-0.20663719,-0.33540443,-0.05301735,0.012999242,-0.22924213,0.110195465,0.30715057,0.026439253,0.31773695,0.30412465,-0.021089867,0.11727821,0.0747863,0.22629541,0.26462927,-0.7042377,0.1572461,0.47743723,-0.3069283,-0.21623614
7-butyl-1-hexyl-decahydro-naphthalene,Cyclic Paraffin,20,Kinematic,10.34,2.18,,,,,Experimental,,,,,,0.27334052,-0.017965801,0.5642092,-0.27379432,-0.31451797,0.020648457,0.09661997,0.2879873,-0.42682114,-0.12274499,0.7417831,0.753876,-0.47327858,0.3158879,-0.67309624,-0.6340496,0.2568955,0.31145242,-0.52672726,-0.5292931,0.08070168,-0.04217144,0.73419327,-0.1041612,0.5760578,-0.13562238,-0.051696565,0.28121072,-0.1920031,-0.7365851,-0.27645117,0.30369386,0.09807437,-0.59070504,0.039242122,-0.03915631,0.41327804,-0.028572762,-0.025333513,-0.31495264,-0.07483716,0.49488372,-0.42631307,-0.9469554,0.050375395,0.07397026,-0.3236633,0.37887308,0.508676,0.6999444,-0.3406665,0.58600223,-0.32209027,-0.13411109,0.2811473,0.15976305,-0.035451863,-0.7146847,0.49683475,0.4394134,0.43580028,0.017899754,-0.5489113,-0.22686817,-0.14202675,0.25837824,0.23158385,0.3349798,-0.35323316,0.36821386,0.033736352,0.24635255,0.6911283,-0.35838678,0.16976278,0.17147744,0.52247065,0.3582924,0.03566187,0.2631944,0.13983026,0.2941457,-0.05908015,0.10175823,-0.08026591,-0.1973155,0.46542904,-0.19488668,-0.05709371,0.065798394,0.13084772,-0.31661415,0.047537375,-0.26826313,0.15943657,0.24105012,-0.3847074,-0.53853863,-0.025323346,0.26299644,-0.55130804,0.42439196,0.3464995,0.4243456,0.8171894,-0.17345418,0.13979605,-0.21951257,-0.19167851,-0.32507005,-0.06148966,0.017265318,-0.21964855,0.092401594,0.30597967,0.016436284,0.31002784,0.29517442,-0.033873416,0.11024985,0.07501138,0.22683139,0.2571148,-0.6787638,0.16508952,0.47301558,-0.28972682,-0.18343706
decanedioic acid bis-(3-methyl-butyl) ester,Ester,20,Kinematic,7.65,2.41,,,,,Experimental,,,,,,0.36886922,-0.14417697,0.42703146,-0.28723708,-0.10020463,0.220236,-0.028542984,0.106342725,-0.30631605,-0.15185685,0.3082148,0.36446807,-0.38627237,0.22606882,-0.53720725,-0.55662686,0.10335684,0.08655982,-0.4725163,-0.4775875,0.047323648,-0.14253344,0.553396,-0.046731677,0.402867,-0.098375775,0.015065289,0.16633396,-0.16651253,-0.57588834,-0.123635024,0.33865398,0.07819615,-0.3087029,0.03629944,-0.12152975,0.27058902,0.084779195,-0.11012788,-0.15452194,0.05548485,0.19215326,-0.45354897,-0.56528413,-0.0009797246,-0.007582203,-0.022608219,0.1845225,0.24577783,0.49591416,-0.37031403,0.4521909,-0.3284646,-0.08949958,0.12121521,0.13461632,0.09780171,-0.5523464,0.33153492,0.29463357,0.37832516,-0.026637714,-0.21586043,-0.01807464,-0.16522785,0.1995097,0.18293823,0.14710034,-0.33619964,0.19002187,-0.012402415,0.25611487,0.5735638,-0.13467757,0.12613232,0.17661163,0.34568188,0.18920293,-0.010405985,0.080445915,0.09124217,0.25693148,-0.038735572,-0.20794241,-0.14355692,0.0015721585,0.2226909,-0.062345203,-0.13437136,0.060304027,-0.0015194935,-0.15827863,0.102348894,-0.26202068,-0.025855206,0.21322516,-0.282092,-0.334174,-0.17361173,0.24007618,-0.20672952,0.31110093,0.17072885,0.27568898,0.5877048,-0.19071582,-0.035351045,-0.17874436,-0.017543161,-0.06455985,-0.26382008,0.021875316,-0.0153367575,0.037080746,0.15008561,0.071380414,0.1408228,0.25527382,0.022465626,0.17106013,0.19397669,0.099211626,0.09834694,-0.31714115,0.16734737,0.49132225,-0.2146715,0.053945202
hexanedioic acid bis-(4-methyl-cyclohexyl) ester,Ester,20,Kinematic,24.68,4.34,,,,,Experimental,,,,,,0.37913615,-0.14911067,0.45416382,-0.28948218,-0.1348459,0.14787202,0.015231637,0.1863757,-0.33490026,-0.1346049,0.36574146,0.49651712,-0.41636539,0.24132207,-0.46650875,-0.50891453,0.19220664,0.14081153,-0.46031675,-0.45127642,0.062494013,-0.08514946,0.5095314,-0.057574496,0.41687626,-0.069858335,0.041218836,0.18540284,-0.09044611,-0.6186477,-0.18879144,0.30322996,0.099524185,-0.32206568,-0.011132204,-0.022051036,0.2808609,0.02570122,-0.07915494,-0.22876957,-0.012371194,0.26790598,-0.45615909,-0.62531394,0.065736644,-0.020734692,-0.10532225,0.22882405,0.2664666,0.54128397,-0.37953815,0.44905984,-0.27768347,-0.081816055,0.14715354,0.124523796,0.06250524,-0.53319055,0.36753088,0.27816617,0.33368492,0.013453864,-0.3274903,-0.0401922,-0.15139462,0.21696739,0.17273787,0.20693809,-0.37755057,0.16608636,0.056132365,0.24789506,0.53689075,-0.22304136,0.13797913,0.18013853,0.3010902,0.18072572,0.02120543,0.14405565,0.06793902,0.17770192,-0.005772836,-0.066550374,-0.1472001,-0.07650892,0.28039846,-0.13475806,-0.032549586,0.037200633,0.019131426,-0.23877284,0.10346062,-0.22419511,0.067494586,0.27314794,-0.26622614,-0.34033826,-0.123723164,0.19247706,-0.26956567,0.36161843,0.16347001,0.29503372,0.65389615,-0.1560421,0.023736015,-0.18682048,-0.06191509,-0.08847538,-0.2183442,0.055723026,-0.05832986,0.07379044,0.1716964,0.025677783,0.16043693,0.20013316,0.046681717,0.1389257,0.18092142,0.08158591,0.111379616,-0.33685207,0.10793408,0.47043154,-0.19640781,-0.0034149506
hexanedioic acid bis-(3-methyl-cyclohexyl) ester,Ester,20,Kinematic,17.97,3.73,,,,,Experimental,,,,,,0.38256723,-0.13506624,0.43986118,-0.26507074,-0.124111645,0.15363601,0.017929632,0.17266938,-0.32907397,-0.14268498,0.35271314,0.47544834,-0.39755398,0.23068339,-0.4633973,-0.49869844,0.17876391,0.13627109,-0.46180332,-0.4379556,0.057128035,-0.07011772,0.5155712,-0.054855753,0.41005528,-0.06836519,0.03582982,0.18407111,-0.1179519,-0.59980136,-0.18268362,0.29491496,0.100561686,-0.31403553,-0.00527543,-0.037048068,0.28863728,0.03974799,-0.075526804,-0.205516,-0.013338176,0.25940087,-0.43030262,-0.6109484,0.040574674,-0.0033724946,-0.08893747,0.23226881,0.26502472,0.51669556,-0.37130705,0.44396052,-0.27161586,-0.082245335,0.15470567,0.1262761,0.07013227,-0.5401156,0.3537667,0.27461872,0.3342686,0.0022777473,-0.30714276,-0.05085384,-0.14669399,0.21292518,0.17654234,0.19480473,-0.3729229,0.17443445,0.04726682,0.24433126,0.5323861,-0.20239453,0.1299787,0.18056484,0.31274503,0.18640989,0.005971214,0.12969814,0.08626567,0.19616082,-0.025402468,-0.07901406,-0.14243221,-0.062166788,0.2738789,-0.11868431,-0.049947727,0.042611614,0.034095235,-0.2220094,0.10325315,-0.2252313,0.06805031,0.26080954,-0.27633223,-0.33832604,-0.11565796,0.18514128,-0.26304308,0.32945102,0.1825097,0.2902133,0.6285089,-0.16308083,0.020934446,-0.17020923,-0.060425088,-0.10124161,-0.20369674,0.05211233,-0.061240718,0.06485672,0.17792228,0.020791112,0.16196826,0.19903196,0.027647052,0.13211736,0.17296654,0.091222584,0.11714584,-0.34199512,0.12280377,0.45939934,-0.19397055,0.007301156
decanedioic acid bis-(1-ethyl-propyl) ester,Ester,20,Kinematic,7.07,2.08,,,,,Experimental,,,,,,0.3844988,-0.09319366,0.39519018,-0.21505547,-0.10056186,0.1472081,0.06073878,0.14347558,-0.31263492,-0.17947833,0.35501477,0.45953152,-0.40720096,0.18864079,-0.49137184,-0.47760874,0.16257258,0.11837681,-0.47180706,-0.43646395,0.065761164,-0.020963253,0.61249477,-0.044115506,0.4565379,-0.054903325,0.029976752,0.21583374,-0.18828206,-0.6090623,-0.17444831,0.27119228,0.11445964,-0.3180481,-0.0027256694,-0.058798876,0.3456013,0.07460303,-0.041439433,-0.15480797,-0.008818591,0.27258202,-0.38029614,-0.6450254,-0.028315404,0.075433426,-0.03138593,0.28500444,0.27644485,0.47414735,-0.41017762,0.46769926,-0.257787,-0.080658846,0.2392924,0.12227254,0.09700754,-0.5868626,0.36175174,0.2510589,0.36971417,-0.042363495,-0.28775823,-0.0983039,-0.13385706,0.23540036,0.22595015,0.18644013,-0.43252534,0.22963876,0.03886845,0.22415856,0.59372073,-0.15865183,0.0946512,0.20718352,0.35919785,0.19850177,-0.037945755,0.09207131,0.16871475,0.25767222,-0.13751611,-0.09909411,-0.13482514,-0.036899313,0.29050297,-0.08950963,-0.07960692,0.08581679,0.067800574,-0.21271077,0.15087119,-0.2647675,0.06443671,0.23861985,-0.32898754,-0.35695478,-0.09727962,0.18378101,-0.27432075,0.2859337,0.2754516,0.32243505,0.6333621,-0.21918567,0.005938595,-0.13129944,-0.06380504,-0.17776313,-0.20538895,0.026864886,-0.10929791,0.007596976,0.23263805,0.014097692,0.20989873,0.23429021,-0.044260498,0.09423656,0.11110411,0.14935094,0.14187957,-0.40488937,0.16247621,0.43586725,-0.18866968,0.0059439796
