Thermal_Conductivity_40C,Thermal_Conductivity_100C,Density_40C,Density_100C,Heat_Capacity_40C,Heat_Capacity_100C,Viscosity_40C,Viscosity_100C,SELFIES
0.105,0.099,0.867,0.827,6.171700597,6.335054251,2.397895273,1.16315081,[C][C][Branch2][Ring1][=N][C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C]
0.144,0.135,0.927,0.887,6.214608098,6.357842267,1.029619417,0.182321557,[C][Branch1][=Branch1][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][=C][C][C][C][C][C][C][C]
0.173,0.163,0.854,0.809,6.23636959,6.378426184,1.595338988,0.559615788,[C][C][C][C][C][C][C][C][\C][=C][/C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C]
0.151,0.142,0.778,0.74,6.23636959,6.380122537,1.458615023,0.457424847,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.143,0.135,0.812,0.776,6.242223265,6.380122537,1.757857918,0.609765572,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][Branch1]
0.141,0.132,0.779,0.74,6.23636959,6.381816017,1.472472057,0.207014169,[C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.142,0.134,0.78,0.744,6.23636959,6.381816017,1.504077397,0.378436436,[C][C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.138,0.13,0.783,0.745,6.23636959,6.383506635,1.609437912,0.470003629,[C][C][Branch1][C][C][C][Branch1][P][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.13,0.121,0.779,0.741,6.234410726,6.385194399,1.490654376,0.329303747,[C][C][Branch1][C][C][C][C][Branch2][Ring1][C][C][C][Branch1][=N][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.126,0.119,0.875,0.835,6.234410726,6.385194399,1.280933845,0.262364264,[C][C][Branch1][C][C][C][C][Branch1][=N][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][C]
0.165,0.155,0.847,0.81,6.259581464,6.400257445,1.916922612,0.832909123,[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C]
0.165,0.155,1,0.961,6.259581464,6.400257445,1.974081026,0.832909123,[C][Branch1][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.162,0.152,0.85,0.811,6.257667588,6.401917197,1.730593034,0.596988641,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
0.125,0.117,0.974,0.929,6.259581464,6.408528791,3.17805383,1.704748092,[C][Branch1][C][C][C][Branch1][P][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][\C][=C][\C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][#Branch2][C][=Branch1][C][=O][O][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][O][C][=Branch1][C][=O][C][C][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C]
,,,,,,,,[C][Branch1][=Branch1][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][N][C][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=O][Branch1][N][C][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=O][C][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=O]
,,,,,,,,[C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][=C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][Branch1][#C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][O][C][Branch1][C][C][=O]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][Branch1][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][O][C][Branch1][C][C][=O]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][N][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C]
,,,,,,,,[C][C][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][O][C][C][C][C]
,,,,,,,,[C][C][Branch2][Ring2][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][=C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C][C]
,,,,,,,,[C][Branch1][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][N][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C]
0.181,0.171,0.916,0.876,6.040254711,6.194405391,2.206074193,0.90016135,[C][Branch1][=C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.222,0.211,0.909,0.871,6.073044534,6.226536669,2.458711534,0.963826777,[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.232,0.22,0.904,0.871,6.073044534,6.226536669,2.184513016,0.716302026,[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
0.207,0.197,0.904,0.865,6.075346031,6.228511004,2.409486022,0.936779398,[C][C][C][C][C][C][C][=C][C][=C][C][=C][Branch1][#Branch1][C][C][C][C][C][C][C][=C][C][Ring1][N][=C][Ring1][S]
0.214,0.204,0.906,0.873,6.073044534,6.228511004,2.899513181,1.045907472,[C][C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
0.214,0.204,0.906,0.873,6.075346031,6.228511004,2.762913316,0.992351368,[C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
0.207,0.196,0.909,0.875,6.075346031,6.228511004,2.625885243,0.958391908,[C][C][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][C][C][C][C][C]
0.141,0.134,0.86,0.825,6.11146734,6.267200549,3.218875825,1.85629799,[C][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
0.119,0.113,0.895,0.858,6.115892125,6.270988432,2.16736084,0.653324686,[C][C][C][C][C][C][C][=C][C][C][C][C][C][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2][C][C][C][C][C][C]
0.119,0.113,0.8967,0.863,6.115892125,6.270988432,2.48490665,1.335001067,[C][Branch1][Ring2][C][C][C][C][=C][Branch1][=N][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][C][C][C][C][C][C]
0.133,0.126,0.883,0.848,6.100318952,6.274762021,2.830480201,1.010698687,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][C][C][Ring1][Branch1]
0.106,0.1,0.892,0.857,6.11368218,6.274762021,3.091042453,1.740466175,[C][C][Branch2][Ring1][#Branch2][C][C][C][C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][C][=Ring1][#Branch2][C][C][C][C][Branch1][C][C][C][C]
0.153,0.144,0.865,0.828,6.146329258,6.295266001,1.410986974,0.470003629,[C][Branch1][=Branch1][C][C][C][C][C][C][=Branch1][N][=C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C]
0.166,0.156,0.843,0.802,6.142037406,6.298949247,1.778336449,0.598836501,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.146,0.137,0.845,0.81,6.171700597,6.318968114,1.808288771,0.741937345,[C][Branch1][Branch2][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C]
0.145,0.137,0.845,0.814,6.154858094,6.318968114,2.612262241,1.293828133,[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.158,0.149,0.98,0.938,6.167516491,6.318968114,2.151762203,0.955511445,[C][=Branch1][Branch2][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.159,0.149,0.986,0.943,6.167516491,6.318968114,2.010094143,0.649346797,[C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
0.133,0.125,0.954,0.915,6.154858094,6.320768294,3.053000681,0.866680231,[C][C][C][C][C][C][C][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.119,0.112,0.848,0.812,6.171700597,6.32256524,2.123611525,0.663038427,[C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][C]
0.126,0.119,0.866,0.831,6.154858094,6.32256524,3.390399965,1.193640611,[C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
0.097,0.092,0.857,0.823,6.17586727,6.324358962,2.63905733,1.30833282,[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][C][=C][Branch2][Ring1][C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C][C]
0.127,0.12,0.925,0.889,6.167516491,6.324358962,1.960094784,0.955511445,[C][C][Branch2][Ring1][N][C][C][Branch1][Branch2][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
0.127,0.12,0.855,0.819,6.165417854,6.327936784,2.677735313,0.978983801,[C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][#Branch2]
0.127,0.12,0.855,0.819,6.165417854,6.327936784,1.945910149,0.875468737,[C][Branch1][Ring1][C][C][C][Branch1][=Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][#Branch2]
0.087,0.083,0.891,0.855,6.154858094,6.33150185,2.48490665,1.410986974,[C][C][Branch1][C][C][Branch1][C][C][C][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.138,0.129,1.007,0.962,6.342121419,6.335054251,2.944438979,1.667706821,[C][C][Branch2][Ring1][Branch2][C][C][O][C][C][C][C][O][C][C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C]
0.198,0.187,1.032,0.989,6.214608098,6.356107661,1.098612289,0.405465108,[C][Branch2][Ring1][Ring2][C][C][C][C][=C][C][C][=C][C][C][=C][C][C][=C][C][C][C][C][C][=Branch1][C][=O][O][C][C]
0.178,0.179,1.151,1.107,6.21860012,6.364750757,3.258096538,1.85629799,[C][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][=C][Ring1][S][=Branch1][C][=O][O][C][C][C][C][C][C][C]
0.178,0.168,1.065,1.023,6.222576268,6.37331979,2.995732274,1.85629799,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][O][C][C][C][C][C][C][O][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.138,0.13,0.842,0.805,6.22059017,6.37502482,2.63905733,1.386294361,[C][Branch1][=Branch1][C][C][C][C][C][C][Branch1][N][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C]
0.128,0.121,0.819,0.782,6.222576268,6.376726948,2.213560418,0.69800536,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][Ring1][=Branch1][C][C][Branch1][C][C][C]
0.15,0.14,0.816,0.764,6.224558429,6.380122537,2.029463172,0.712949808,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
0.109,0.103,0.819,0.78,6.22059017,6.381816017,2.833838443,0.752170521,[C][C][Branch1][C][C][C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][Ring1][=Branch1][C][C][Branch1][C][C][C]
0.137,0.128,0.808,0.772,6.242223265,6.385194399,0.875468737,0.09531018,[C][Branch1][Ring2][C][C][C][C][Branch1][Branch1][C][C][C][C][=C][C][C][C][=C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.14,0.131,0.958,0.914,6.242223265,6.385194399,0.916290732,0.09531018,[C][Branch1][C][C][C][Branch1][Branch1][C][C][C][C][=C][C][C][C][C][C][C][C][=C][Branch1][Branch1][C][C][C][C][C][C]
0.129,0.121,0.804,0.763,6.249975242,6.391917113,0.862889955,-0.162518929,[C][C][=Branch1][C][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][C][C][=C]
0.143,0.135,0.793,0.76,6.263398263,6.405228458,1.098612289,0.262364264,[C][Branch1][#Branch1][C][C][C][C][C][C][C][=Branch1][Branch2][=C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.143,0.135,0.793,0.76,6.263398263,6.405228458,1.098612289,0.262364264,[C][Branch1][#Branch1][C][C][C][C][C][C][C][=Branch1][Branch2][=C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.082,0.077,0.85,0.814,6.265301213,6.415096959,2.564949357,1.280933845,[C][C][Branch1][C][C][Branch2][Ring1][=N][C][C][C][=C][Branch1][N][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C]
0.154,0.144,0.779,0.741,6.282266747,6.424869024,1.609437912,0.536493371,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.143,0.135,0.776,0.738,6.282266747,6.426488457,1.578978705,0.457424847,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][C][C][C]
0.142,0.134,0.787,0.751,6.282266747,6.426488457,1.877937165,0.322083499,[C][C][C][C][C][C][C][C][Branch1][Branch2][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.143,0.134,0.789,0.754,6.282266747,6.428105273,1.682870514,0.31647359,[C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C]
0.13,0.122,0.795,0.76,6.282266747,6.428105273,1.682688374,0.3074847,[C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C][C]
0.135,0.127,0.896,0.857,6.282266747,6.428105273,1.568615918,0.530628251,[C][Branch1][C][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Branch1][C][C][C][C][C][C]
0.135,0.128,0.9,0.861,6.282266747,6.428105273,1.589235205,0.530628251,[C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C]
0.135,0.128,0.9,0.861,6.282266747,6.428105273,1.589235205,0.530628251,[C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C]
0.131,0.122,0.781,0.744,6.280395839,6.429719478,1.621366483,0.438254931,[C][C][Branch1][C][C][C][C][Branch2][Ring1][Ring1][C][C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]
0.167,0.157,1.044,1.003,6.282266747,6.429719478,3.663561646,2.261763098,[C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][O][C][Branch1][C][C][C][C][C][Branch1][C][C][O][C][C][Branch1][Branch1][C][C][C][C][C][C]
0.168,0.157,1.057,1.01,6.282266747,6.429719478,3.044522438,1.740466175,[C][Branch1][C][C][C][Branch2][Ring1][Branch2][C][O][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C][C][C]
0.107,0.1,0.787,0.75,6.280395839,6.436150368,1.252762968,0.262364264,[C][C][Branch1][C][C][C][C][C][Branch2][Ring1][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C]
0.108,0.101,0.792,0.755,6.280395839,6.436150368,1.280933845,0.262364264,[C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][C]
0.108,0.101,0.792,0.755,6.280395839,6.436150368,1.280933845,0.262364264,[C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][C]
0.085,0.08,0.776,0.742,6.284134161,6.43775165,1.916922612,0.875468737,[C][C][Branch1][C][C][Branch2][Ring1][=N][C][C][C][C][Branch1][N][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C]
0.069,0.065,0.796,0.762,6.285998095,6.439350371,2.81207142,0.997951822,[C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C]
0.166,0.156,1.01,0.966,6.304448802,6.445719819,2.028148247,0.955511445,[C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C]
0.162,0.152,0.839,0.795,6.304448802,6.447305863,2.63905733,1.360976553,[C][Branch1][=C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][C][C][C][C][C][C]
0.162,0.152,0.84,0.804,6.304448802,6.447305863,2.63905733,1.360976553,[C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C]
0.147,0.138,0.99,0.95,6.304448802,6.448889394,3.465735903,1.931521412,[C][Branch2][Ring1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C]
0.148,0.139,1.011,0.965,6.304448802,6.450470422,2.48490665,1.223775432,[C][C][Branch1][=Branch2][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][Branch1][=C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C]
0.18,0.17,0.902,0.867,6.324358962,6.466144724,3.17805383,1.808288771,[C][Branch1][P][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C]
0.18,0.17,0.917,0.87,6.324358962,6.466144724,3.17805383,1.808288771,[C][Branch2][Ring1][Ring2][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C]
0.18,0.17,1.093,1.049,6.324358962,6.466144724,3.17805383,1.808288771,[C][Branch2][Ring1][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
0.171,0.168,0.909,0.87,6.324358962,6.469250317,1.947337701,0.683096845,[C][Branch2][Ring1][Ring2][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Branch1][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Branch1][C][C][C][C][C][C]
0.194,0.183,1.011,0.972,6.342121419,6.473890696,2.772588722,1.589235205,[C][C][C][C][C][C][C][C][C][O][C][C][C][C][O][C][C][C][C][C][C][C][C][C]
0.177,0.167,0.996,0.956,6.340359304,6.476972363,3.33220451,1.945910149,[C][C][Branch1][Branch1][C][C][C][C][O][C][C][C][C][C][C][C][C][C][C][O][C][Branch1][Branch1][C][C][C][C][C]
0.179,0.169,1.007,0.967,6.340359304,6.476972363,3.36729583,1.974081026,[C][C][Branch1][#Branch1][C][C][C][C][C][C][O][C][C][C][C][C][C][O][C][Branch1][#Branch1][C][C][C][C][C][C][C]
0.178,0.168,0.994,0.954,6.421622268,6.559615237,3.36729583,1.974081026,[C][Branch1][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][O][C][C][C][C][C][C][O][C][Branch1][#Branch1][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][Ring2][C][C][C][=C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][=C][Branch1][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][Branch1][=C][C][C][C][C][C][C][Ring1][Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][#Branch2][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][Branch1][C][C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C]
,,,,,,,,[C][C][C][Branch1][Ring1][C][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][O][C][C][Branch1][Ring1][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][Branch1][P][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][\C][=C][/C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][N][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][C][Branch1][#Branch2][C][C][=Branch1][C][=O][O][C][C][C][C][=Branch1][C][=O][O][C][C][C]
,,,,,,,,[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][Ring1][=Branch1]
,,,,,,,,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
,,,,,,,,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C]
